,Date,Open,High,Low,Close,%Cchange,%Pchange
0,2018-01-02,10477.5498046875,10495.2001953125,10404.650390625,10442.2001953125,-0.3373843124962776,0.3385264476242055
1,2018-01-03,10482.650390625,10503.599609375,10429.5498046875,10443.2001953125,-0.3763379855516471,0.0095756088296464
2,2018-01-04,10469.400390625,10513.0,10441.4501953125,10504.7998046875,0.3381226502159474,0.586394891100283
3,2018-01-05,10534.25,10566.099609375,10520.099609375,10558.849609375,0.2335202731566082,0.5118910363067414
4,2018-01-08,10591.7001953125,10631.2001953125,10588.5498046875,10623.599609375,0.3011736876447609,0.6094920966605342
5,2018-01-09,10645.099609375,10659.150390625,10603.599609375,10637.0,-0.0760876804559609,0.1259790413180408
6,2018-01-10,10652.0498046875,10655.5,10592.7001953125,10632.2001953125,-0.1863454427922882,-0.0451440397972954
7,2018-01-11,10637.0498046875,10664.599609375,10612.349609375,10651.2001953125,0.1330292786517202,0.1783836530305921
8,2018-01-12,10682.5498046875,10690.400390625,10597.099609375,10681.25,-0.0121675509243087,0.281332284961966
9,2018-01-15,10718.5,10782.650390625,10713.7998046875,10741.5498046875,0.2150469252927182,0.5613696885824222
10,2018-01-16,10761.5,10762.349609375,10687.849609375,10700.4501953125,-0.5672982826511174,-0.3840923384046432
11,2018-01-17,10702.4501953125,10803.0,10666.75,10788.5498046875,0.8044850272950602,0.8166028888954263
12,2018-01-18,10873.400390625,10887.5,10782.400390625,10817.0,-0.51870057754544,0.2630137312794675
13,2018-01-19,10829.2001953125,10906.849609375,10793.900390625,10894.7001953125,0.6048461457786344,0.7131925974973676
14,2018-01-22,10883.2001953125,10975.099609375,10881.400390625,10966.2001953125,0.7626433265074817,0.6520034171048844
15,2018-01-23,10997.400390625,11092.900390625,10994.5498046875,11083.7001953125,0.7847291325417992,1.0601152857751683
16,2018-01-24,11069.349609375,11110.099609375,11046.150390625,11086.0,0.150418870236949,0.0207451261726501
17,2018-01-25,11095.599609375,11095.599609375,11009.2001953125,11069.650390625,-0.2338694587363691,-0.1476976128247614
18,2018-01-29,11079.349609375,11171.5498046875,11075.9501953125,11130.400390625,0.4607741704152238,0.5458024677276568
19,2018-01-30,11120.849609375,11121.099609375,11033.900390625,11049.650390625,-0.6402318280608549,-0.7307923522042995
20,2018-01-31,11018.7998046875,11058.5,10979.2998046875,11027.7001953125,0.0807745923581776,-0.1990459925799422
21,2018-02-01,11044.5498046875,11117.349609375,10878.7998046875,11016.900390625,-0.2503444192063411,-0.0980294302805012
22,2018-02-02,10938.2001953125,10954.9501953125,10736.099609375,10760.599609375,-1.6236728416582618,-2.381844790755917
23,2018-02-05,10604.2998046875,10702.75,10586.7998046875,10666.5498046875,0.5870260285595014,-0.8817265789746658
24,2018-02-06,10295.150390625,10594.150390625,10276.2998046875,10498.25,1.9727697184486703,-1.6031224698163975
25,2018-02-07,10607.2001953125,10614.0,10446.400390625,10476.7001953125,-1.2302963797899291,-0.2056926731294825
26,2018-02-08,10518.5,10637.7998046875,10479.5498046875,10576.849609375,0.5547331784474973,0.946873764506688
27,2018-02-09,10416.5,10480.2001953125,10398.2001953125,10454.9501953125,0.3691277810444967,-1.1659492564312155
28,2018-02-12,10518.2001953125,10555.5,10485.400390625,10539.75,0.2048811040609761,0.8045713103963567
29,2018-02-14,10585.75,10590.5498046875,10456.650390625,10500.900390625,-0.801545562430626,-0.3699645547507924
30,2018-02-15,10537.900390625,10618.099609375,10511.0498046875,10545.5,0.0721169217139399,0.4229255073253994
31,2018-02-16,10596.2001953125,10612.900390625,10434.0498046875,10452.2998046875,-1.3580376736243434,-0.891671661299869
32,2018-02-19,10488.900390625,10489.349609375,10302.75,10378.400390625,-1.053494607487789,-0.7120501356765413
33,2018-02-20,10391.0,10429.349609375,10347.650390625,10360.400390625,-0.2944818532864979,-0.1737384591457293
34,2018-02-21,10426.0,10426.099609375,10349.599609375,10397.4501953125,-0.2738327708373297,0.3563354860233255
35,2018-02-22,10354.349609375,10397.5498046875,10340.650390625,10382.7001953125,0.27380363815252,-0.1420632371399803
36,2018-02-23,10408.099609375,10499.099609375,10396.650390625,10491.0498046875,0.7969773390502852,1.032781384057374
37,2018-02-26,10526.5498046875,10592.9501953125,10520.2001953125,10582.599609375,0.5324613071468192,0.8650975003003716
38,2018-02-27,10615.2001953125,10631.650390625,10537.25,10554.2998046875,-0.5737092989719839,-0.2681353117800496
39,2018-02-28,10488.9501953125,10535.5,10461.5498046875,10492.849609375,0.0371763998292473,-0.585638769258604
40,2018-03-01,10479.9501953125,10525.5,10447.150390625,10458.349609375,-0.2061134407600674,-0.3298799647037402
