,Date,Open,High,Low,Close,%Cchange,%Pchange
0,2018-01-02,25382.2,25425.5,25232.8,25338.25,-0.1731528393913873,0.0795240397422926
1,2018-01-03,25425.75,25454.9,25300.9,25318.6,-0.4214231635251722,-0.0776109263545435
2,2018-01-04,25367.65,25490.35,25310.3,25462.6,0.3742956087773092,0.5655353341763999
3,2018-01-05,25524.45,25643.35,25499.55,25601.85,0.3032386594030344,0.5439060067924779
4,2018-01-08,25690.25,25771.5,25643.8,25676.1,-0.0550792615875729,0.2891794314557117
5,2018-01-09,25727.95,25803.8,25617.25,25703.8,-0.0938667868990784,0.107766166870271
6,2018-01-10,25709.9,25717.6,25527.5,25617.3,-0.360172540538867,-0.3376624390548575
7,2018-01-11,25628.2,25694.65,25532.25,25660.9,0.1275938224299823,0.1699083040735211
8,2018-01-12,25732.4,25775.15,25557.6,25749.05,0.0647044193312626,0.342342727207403
9,2018-01-15,25858.15,26091.8,25842.95,26069.2,0.8161836790334933,1.2280775781381916
10,2018-01-16,26129.15,26136.4,25931.7,25974.9,-0.5903368460129778,-0.3630427836103286
11,2018-01-17,25946.15,26335.85,25922.3,26289.1,1.3217760631153257,1.195172143588016
12,2018-01-18,26762.25,26887.65,26423.75,26537.4,-0.8401759941708883,0.9356606148304012
13,2018-01-19,26615.65,26957.85,26433.55,26909.5,1.104049685053713,1.3827830320147103
14,2018-01-22,26940.5,27074.9,26841.2,27041.2,0.373786678049779,0.4870345990562575
15,2018-01-23,27089.95,27422.05,27066.15,27390.6,1.109821169843421,1.2756201032470915
16,2018-01-24,27310.15,27479.25,27219.45,27398.55,0.3236891778331419,0.0290161340654915
17,2018-01-25,27414.1,27522.85,27151.75,27445.65,0.1150867619217953,0.1716118947811481
18,2018-01-29,27446.1,27652.05,27407.4,27498.45,0.1907374818280272,0.1920108224281705
19,2018-01-30,27466.85,27470.25,27242.05,27269.05,-0.7201408243027477,-0.8412467614383393
20,2018-01-31,27136.25,27455.75,27116.95,27379.45,0.8962181583675001,0.4032221246226693
21,2018-02-01,27334.85,27613.5,27046.35,27220.7,-0.4175987795799056,-0.5831958766673891
22,2018-02-02,27017.4,27017.55,26364.05,26451.15,-2.0958715494459126,-2.909325303436709
23,2018-02-05,25968.15,26215.1,25917.55,26098.75,0.5029237739307518,-1.3502562383255958
24,2018-02-06,25140.1,26140.6,25023.85,25811.3,2.6698382265782588,-1.113659521217454
25,2018-02-07,26065.4,26078.4,25558.05,25670.0,-1.5169535092498156,-0.5504479937670405
26,2018-02-08,25759.85,26126.4,25637.4,25920.65,0.6242272373480549,0.966989639534508
27,2018-02-09,25466.3,25598.3,25371.0,25463.65,-0.010405908985592,-1.7947152116841063
28,2018-02-12,25530.1,25757.85,25485.4,25701.6,0.6717560839949707,0.9258178479160716
29,2018-02-14,25810.25,25810.25,25212.35,25341.25,-1.8171075444832965,-1.4219898387017158
30,2018-02-15,25360.9,25615.15,25295.15,25424.35,0.2501882819615908,0.3268520139157876
31,2018-02-16,25511.95,25601.0,25100.9,25163.9,-1.364262629865609,-1.0350144452966237
32,2018-02-19,25324.6,25326.05,24824.55,25058.55,-1.0505595349975885,-0.4204153871632723
33,2018-02-20,25105.55,25158.1,24829.0,24874.4,-0.9207127507662562,-0.7403193644871747
34,2018-02-21,24996.6,24999.7,24796.35,24936.7,-0.2396325900322356,0.2498325760826383
35,2018-02-22,24812.7,24987.05,24781.7,24955.2,0.5743026756459393,0.0741328460601397
