,Date,Open,High,Low,Close,%Cchange,%Pchange
0,2018-01-02,9662.2,9708.45,9531.0,9565.8,-0.9977023866200394,-0.5472621213071606
1,2018-01-03,9585.65,9605.15,9505.55,9519.55,-0.6895724337942691,-0.4858422929655289
2,2018-01-04,9535.9,9649.05,9476.45,9633.6,1.024549334619708,1.1838772629131489
3,2018-01-05,9666.25,9717.15,9614.2,9701.05,0.3600155179102472,0.6952855618721573
4,2018-01-08,9759.8,9939.05,9750.65,9838.25,0.8038074550708081,1.3945569588087383
5,2018-01-09,9866.55,9875.7,9747.0,9770.2,-0.976531817099174,-0.6965057010091837
6,2018-01-10,9789.75,9863.5,9716.1,9748.6,-0.4203375979979022,-0.221570276757692
7,2018-01-11,9752.6,9849.8,9708.6,9772.85,0.2076369378422164,0.2481364187519505
8,2018-01-12,9795.85,9825.2,9656.0,9741.85,-0.5512538472924758,-0.3182147128112216
9,2018-01-15,9764.0,9776.55,9650.0,9659.75,-1.067697664891438,-0.8499184761510429
10,2018-01-16,9675.6,9722.05,9589.4,9623.45,-0.5389846624498701,-0.3772036016189544
11,2018-01-17,9648.4,9757.95,9565.95,9744.3,0.9939471829526102,1.2402122266350435
12,2018-01-18,9779.65,9819.4,9581.55,9626.45,-1.56651822917997,-1.224231154787056
13,2018-01-19,9648.6,9668.55,9566.7,9637.8,-0.1119333374790238,0.1177654651476327
14,2018-01-22,9621.35,9680.95,9587.1,9654.8,0.3476643090626461,0.1760782201599204
15,2018-01-23,9688.0,9827.35,9670.85,9767.3,0.8185383980181593,1.151802442845003
16,2018-01-24,9752.25,9903.4,9717.1,9826.4,0.7603373580455755,0.6014410160384308
17,2018-01-25,9857.65,9920.55,9715.8,9729.15,-1.3035561213879576,-0.9995734468067612
18,2018-01-29,9716.2,9752.05,9592.4,9622.35,-0.9659125995759696,-1.1099159768663502
19,2018-01-30,9602.95,9605.15,9500.2,9563.55,-0.4102905877881427,-0.614834449550649
